job,marital,education,housing,loan,contact,campaign,poutcome,y
technician,married,secondary,yes,no,unknown,2,unknown,no
admin.,divorced,secondary,yes,no,cellular,2,unknown,no
self-employed,married,secondary,yes,no,cellular,1,failure,no
housemaid,single,tertiary,no,no,cellular,2,success,yes
technician,married,secondary,no,no,cellular,3,unknown,no
blue-collar,single,unknown,no,no,unknown,7,unknown,no
blue-collar,married,secondary,yes,no,unknown,2,unknown,no
technician,divorced,secondary,yes,yes,cellular,10,unknown,no
blue-collar,married,secondary,yes,no,telephone,2,unknown,no
technician,married,secondary,no,no,cellular,1,unknown,no
management,divorced,tertiary,no,no,cellular,2,unknown,no
unknown,married,primary,yes,yes,cellular,4,success,yes
admin.,married,secondary,yes,no,cellular,2,failure,yes
blue-collar,married,secondary,yes,yes,unknown,3,unknown,no
admin.,married,secondary,no,no,cellular,2,unknown,no
unemployed,divorced,secondary,no,no,telephone,28,unknown,no
management,single,tertiary,yes,no,cellular,1,failure,no
blue-collar,married,secondary,yes,no,unknown,2,unknown,no
blue-collar,married,primary,yes,no,telephone,4,failure,no
admin.,single,secondary,no,no,cellular,1,other,no
admin.,married,secondary,no,no,cellular,4,unknown,no
technician,married,secondary,no,yes,cellular,1,unknown,yes
technician,married,tertiary,yes,no,cellular,1,unknown,no
technician,married,secondary,no,no,cellular,2,unknown,no
housemaid,married,primary,no,yes,cellular,1,unknown,no
entrepreneur,married,tertiary,yes,no,cellular,4,unknown,no
admin.,married,secondary,yes,no,unknown,2,unknown,no
blue-collar,married,primary,no,no,telephone,3,unknown,no
services,married,secondary,yes,no,cellular,1,unknown,no
services,married,secondary,no,yes,cellular,4,unknown,no
retired,married,secondary,yes,yes,cellular,4,unknown,no
technician,married,secondary,no,no,cellular,2,unknown,no
technician,married,secondary,yes,no,cellular,1,unknown,no
services,married,secondary,yes,no,cellular,2,unknown,no
blue-collar,single,secondary,yes,no,unknown,1,unknown,no
management,married,tertiary,no,no,cellular,7,unknown,no
admin.,single,secondary,no,yes,cellular,1,unknown,no
management,divorced,tertiary,no,no,cellular,2,failure,no
blue-collar,single,primary,no,no,cellular,2,unknown,no
unemployed,married,secondary,yes,no,unknown,4,unknown,no
services,single,secondary,yes,no,cellular,7,unknown,no
management,married,unknown,no,no,unknown,2,unknown,no
student,single,tertiary,no,no,cellular,1,success,yes
housemaid,married,secondary,yes,yes,telephone,3,unknown,no
blue-collar,single,secondary,yes,no,cellular,1,unknown,no
unknown,married,secondary,no,no,telephone,5,unknown,no
blue-collar,single,secondary,yes,no,unknown,3,unknown,no
admin.,single,tertiary,no,no,cellular,2,unknown,no
management,single,tertiary,yes,no,unknown,28,unknown,no
technician,single,secondary,no,no,telephone,1,unknown,yes
management,married,tertiary,yes,no,cellular,1,unknown,no
admin.,married,secondary,no,no,cellular,1,failure,no
self-employed,married,tertiary,no,no,cellular,1,failure,no
entrepreneur,married,secondary,yes,no,cellular,1,unknown,no
management,single,tertiary,no,yes,unknown,3,unknown,no
management,single,tertiary,yes,no,cellular,1,unknown,no
technician,divorced,secondary,no,no,cellular,2,unknown,no
management,single,tertiary,no,no,telephone,1,other,yes
services,divorced,primary,yes,no,cellular,1,success,yes
self-employed,married,secondary,yes,no,unknown,1,unknown,no
admin.,divorced,tertiary,yes,no,unknown,2,unknown,no
blue-collar,married,secondary,yes,no,unknown,3,unknown,no
management,single,tertiary,yes,no,cellular,2,unknown,no
technician,married,secondary,yes,no,cellular,1,unknown,no
blue-collar,married,primary,no,no,cellular,1,success,yes
management,married,primary,no,no,unknown,1,unknown,no
blue-collar,married,primary,no,no,unknown,1,unknown,no
management,single,tertiary,no,no,cellular,3,unknown,no
admin.,single,secondary,yes,no,unknown,4,unknown,no
admin.,married,secondary,yes,no,unknown,3,unknown,no
blue-collar,married,secondary,yes,no,cellular,2,unknown,no
blue-collar,married,primary,yes,no,unknown,1,unknown,no
admin.,married,secondary,yes,no,unknown,2,unknown,no
blue-collar,married,secondary,no,no,unknown,1,unknown,no
blue-collar,married,primary,yes,no,unknown,3,unknown,no
management,married,tertiary,yes,no,cellular,2,unknown,no
technician,married,tertiary,yes,no,cellular,1,unknown,no
management,married,tertiary,yes,no,cellular,3,unknown,yes
admin.,married,secondary,yes,no,cellular,1,unknown,no
management,married,secondary,yes,no,unknown,11,unknown,no
management,married,secondary,yes,no,unknown,3,unknown,no
management,married,primary,no,no,cellular,6,unknown,no
technician,married,tertiary,no,no,cellular,12,unknown,yes
management,single,tertiary,no,yes,cellular,1,unknown,no
entrepreneur,married,tertiary,yes,no,cellular,3,unknown,no
technician,single,secondary,no,no,cellular,2,unknown,yes
technician,married,secondary,no,no,cellular,2,unknown,no
housemaid,married,tertiary,no,no,unknown,1,unknown,no
technician,married,secondary,yes,no,cellular,2,unknown,no
entrepreneur,married,tertiary,no,no,cellular,1,unknown,no
blue-collar,married,secondary,yes,no,cellular,1,failure,no
retired,married,primary,yes,no,cellular,1,failure,no
services,married,secondary,yes,yes,cellular,2,unknown,no
technician,married,secondary,yes,yes,cellular,1,unknown,no
retired,married,primary,no,no,cellular,23,unknown,no
management,married,tertiary,yes,no,unknown,2,unknown,no
blue-collar,married,secondary,yes,no,unknown,1,unknown,no
housemaid,married,unknown,no,no,cellular,5,other,no
retired,divorced,secondary,no,no,cellular,1,other,yes
admin.,married,secondary,no,no,cellular,1,success,yes
management,married,tertiary,yes,yes,cellular,4,other,yes
services,single,secondary,no,no,unknown,1,unknown,no
management,married,tertiary,yes,no,cellular,5,unknown,no
management,single,tertiary,no,no,cellular,1,unknown,no
management,married,tertiary,yes,no,cellular,1,unknown,yes
housemaid,married,primary,no,no,cellular,1,unknown,no
services,married,secondary,yes,no,unknown,2,unknown,no
blue-collar,married,secondary,yes,no,cellular,3,unknown,no
student,single,secondary,no,no,cellular,1,unknown,no
blue-collar,married,primary,yes,no,unknown,2,unknown,no
management,married,primary,no,no,cellular,2,unknown,yes
services,single,secondary,yes,no,cellular,3,other,no
management,married,tertiary,yes,no,cellular,6,unknown,no
entrepreneur,married,tertiary,yes,yes,unknown,1,unknown,no
admin.,married,secondary,yes,no,unknown,2,unknown,no
blue-collar,married,secondary,no,yes,unknown,1,unknown,no
management,single,tertiary,yes,no,cellular,6,unknown,no
housemaid,married,primary,no,no,cellular,2,unknown,no
blue-collar,single,secondary,no,no,unknown,2,unknown,no
technician,single,secondary,yes,no,cellular,1,failure,no
blue-collar,married,primary,yes,no,cellular,2,failure,no
management,married,tertiary,no,no,cellular,2,unknown,no
services,single,secondary,yes,no,cellular,1,unknown,no
services,married,secondary,yes,no,cellular,4,unknown,no
self-employed,single,tertiary,yes,no,cellular,4,unknown,yes
entrepreneur,married,tertiary,no,no,cellular,8,unknown,no
management,married,tertiary,yes,no,cellular,3,unknown,no
retired,divorced,primary,no,no,unknown,4,unknown,no
technician,married,tertiary,yes,no,cellular,2,unknown,no
admin.,single,tertiary,yes,yes,cellular,1,unknown,yes
blue-collar,married,primary,yes,no,cellular,2,unknown,no
unknown,married,unknown,no,no,cellular,1,unknown,no
management,single,secondary,yes,no,unknown,4,unknown,no
retired,married,primary,no,no,unknown,6,unknown,no
technician,divorced,secondary,no,no,cellular,2,unknown,no
technician,married,secondary,no,no,telephone,3,unknown,no
management,married,tertiary,no,no,cellular,1,unknown,no
self-employed,married,primary,yes,no,unknown,1,unknown,no
management,married,tertiary,yes,yes,cellular,2,unknown,no
blue-collar,divorced,primary,yes,no,unknown,1,unknown,no
self-employed,married,secondary,yes,yes,cellular,2,failure,no
technician,single,secondary,no,no,cellular,5,unknown,no
retired,married,primary,no,no,unknown,1,unknown,no
services,married,secondary,yes,no,unknown,2,unknown,no
management,married,tertiary,yes,no,cellular,6,other,no
admin.,married,tertiary,no,no,cellular,7,unknown,no
retired,married,tertiary,no,no,cellular,1,success,yes
management,single,tertiary,yes,no,unknown,1,unknown,no
blue-collar,married,secondary,yes,yes,unknown,1,unknown,no
blue-collar,single,secondary,no,no,cellular,1,failure,no
management,married,tertiary,yes,no,unknown,3,unknown,no
technician,divorced,tertiary,yes,no,cellular,1,unknown,no
services,single,secondary,yes,no,unknown,2,unknown,no
blue-collar,married,primary,yes,no,cellular,3,failure,no
unknown,single,tertiary,no,no,cellular,3,unknown,no
services,married,secondary,yes,no,cellular,5,unknown,no
admin.,married,secondary,yes,no,telephone,7,unknown,no
blue-collar,single,tertiary,yes,yes,unknown,1,unknown,no
unknown,married,secondary,no,no,cellular,2,unknown,no
admin.,single,secondary,yes,no,unknown,1,unknown,no
admin.,married,tertiary,no,no,unknown,1,unknown,no
management,married,tertiary,no,no,unknown,1,unknown,no
entrepreneur,married,unknown,no,no,cellular,5,unknown,no
blue-collar,divorced,secondary,yes,no,cellular,4,unknown,yes
management,married,secondary,yes,no,unknown,2,unknown,no
technician,married,secondary,no,no,cellular,6,unknown,no
management,married,tertiary,yes,no,cellular,2,failure,no
services,married,secondary,no,no,cellular,1,unknown,no
admin.,divorced,secondary,yes,no,cellular,1,failure,no
technician,married,secondary,no,no,cellular,1,unknown,no
technician,divorced,secondary,no,no,cellular,2,unknown,no
student,single,secondary,no,no,unknown,2,unknown,no
technician,single,secondary,no,no,cellular,3,unknown,no
blue-collar,married,primary,yes,no,cellular,1,failure,no
blue-collar,married,secondary,yes,no,unknown,2,unknown,no
entrepreneur,married,tertiary,yes,no,unknown,2,unknown,no
entrepreneur,divorced,secondary,yes,yes,unknown,8,unknown,no
housemaid,divorced,secondary,no,no,cellular,3,success,yes
blue-collar,single,secondary,no,no,cellular,4,unknown,no
technician,married,secondary,yes,no,cellular,1,unknown,no
admin.,married,tertiary,yes,no,cellular,2,unknown,no
technician,married,unknown,no,no,unknown,2,unknown,no
admin.,married,secondary,yes,no,unknown,1,unknown,no
technician,married,secondary,yes,no,unknown,4,unknown,no
management,married,tertiary,yes,yes,unknown,1,unknown,no
self-employed,married,tertiary,no,yes,cellular,1,unknown,no
technician,single,secondary,yes,no,unknown,2,unknown,no
technician,married,secondary,yes,yes,cellular,8,failure,no
management,married,secondary,no,no,cellular,1,unknown,no
blue-collar,married,unknown,yes,no,cellular,3,unknown,yes
admin.,married,secondary,yes,yes,cellular,7,unknown,no
unemployed,married,secondary,no,no,cellular,2,unknown,no
blue-collar,single,tertiary,yes,no,unknown,1,unknown,no
blue-collar,married,secondary,yes,no,cellular,5,unknown,no
self-employed,married,tertiary,no,no,cellular,15,unknown,no
technician,married,tertiary,no,no,cellular,3,unknown,no
admin.,single,unknown,no,no,cellular,2,unknown,yes
self-employed,married,secondary,no,yes,cellular,15,unknown,no
blue-collar,divorced,secondary,yes,no,cellular,1,failure,no
services,single,secondary,yes,no,unknown,2,unknown,no
retired,married,secondary,no,no,cellular,1,unknown,no
management,married,tertiary,no,no,cellular,2,unknown,no
technician,single,secondary,no,no,cellular,2,unknown,no
technician,married,secondary,yes,no,cellular,1,unknown,no
technician,married,secondary,yes,no,cellular,2,failure,no
management,divorced,tertiary,no,no,unknown,2,unknown,no
unknown,married,tertiary,no,no,cellular,1,failure,no
blue-collar,married,secondary,yes,yes,cellular,1,unknown,no
entrepreneur,married,primary,yes,no,telephone,3,unknown,yes
blue-collar,divorced,secondary,no,no,cellular,2,unknown,no
technician,single,tertiary,yes,no,cellular,1,failure,no
services,divorced,secondary,yes,no,cellular,1,unknown,no
blue-collar,married,secondary,yes,no,cellular,9,failure,no
technician,single,secondary,no,no,cellular,2,unknown,no
self-employed,single,tertiary,no,no,cellular,3,unknown,no
retired,married,secondary,no,no,telephone,2,unknown,no
admin.,divorced,secondary,yes,yes,cellular,3,unknown,no
services,married,secondary,yes,no,cellular,8,failure,no
technician,married,unknown,no,no,unknown,3,unknown,no
retired,married,primary,no,no,telephone,1,unknown,no
unemployed,married,primary,yes,no,telephone,1,unknown,no
admin.,divorced,secondary,no,no,cellular,1,other,no
technician,single,secondary,no,no,cellular,1,failure,no
management,single,tertiary,no,no,cellular,2,other,no
services,married,secondary,no,no,cellular,2,unknown,no
blue-collar,married,secondary,yes,yes,unknown,2,unknown,no
admin.,married,secondary,no,no,unknown,1,unknown,no
technician,divorced,secondary,no,yes,cellular,1,unknown,no
admin.,single,secondary,no,no,cellular,4,unknown,no
blue-collar,married,secondary,yes,no,unknown,2,unknown,yes
management,single,secondary,yes,no,unknown,3,unknown,no
technician,married,secondary,no,no,cellular,14,unknown,no
technician,single,tertiary,no,no,telephone,2,unknown,no
retired,married,secondary,no,no,cellular,2,failure,no
services,married,secondary,yes,no,telephone,3,failure,no
technician,married,secondary,no,no,cellular,6,unknown,no
blue-collar,single,secondary,no,no,cellular,1,unknown,no
services,divorced,secondary,no,no,unknown,2,unknown,no
services,single,secondary,yes,no,cellular,2,failure,no
admin.,married,secondary,yes,no,cellular,3,other,no
blue-collar,married,primary,no,no,unknown,5,unknown,no
management,married,tertiary,yes,yes,unknown,1,failure,no
management,married,primary,no,no,unknown,3,unknown,no
technician,married,secondary,yes,no,unknown,4,unknown,no
blue-collar,married,primary,yes,no,cellular,1,failure,no
blue-collar,divorced,secondary,yes,no,cellular,1,unknown,no
management,married,tertiary,no,no,cellular,4,unknown,no
entrepreneur,married,secondary,yes,no,unknown,3,unknown,no
blue-collar,married,primary,yes,no,cellular,6,failure,no
management,single,secondary,yes,no,unknown,11,unknown,no
blue-collar,married,secondary,yes,no,cellular,1,unknown,no
management,married,tertiary,no,no,cellular,1,failure,no
unemployed,married,primary,yes,yes,unknown,2,unknown,no
management,married,tertiary,yes,no,cellular,3,unknown,no
management,single,tertiary,yes,no,unknown,2,unknown,no
admin.,married,secondary,no,no,telephone,7,unknown,no
blue-collar,married,primary,yes,no,telephone,2,unknown,no
blue-collar,married,secondary,yes,no,cellular,1,other,yes
management,married,tertiary,no,no,cellular,2,unknown,yes
technician,married,secondary,no,no,cellular,2,unknown,no
technician,married,secondary,yes,no,cellular,3,unknown,no
retired,single,tertiary,no,no,cellular,1,success,yes
technician,single,tertiary,no,no,cellular,1,unknown,no
technician,married,secondary,no,no,cellular,2,unknown,no
entrepreneur,married,tertiary,yes,yes,cellular,1,failure,no
technician,married,secondary,no,yes,cellular,5,unknown,no
technician,married,secondary,yes,no,cellular,1,unknown,no
management,single,tertiary,no,no,cellular,6,unknown,no
management,married,tertiary,yes,no,cellular,1,failure,no
blue-collar,married,primary,yes,no,unknown,2,unknown,no
management,married,tertiary,no,no,cellular,4,unknown,no
management,divorced,tertiary,no,no,unknown,2,unknown,no
services,married,secondary,no,no,unknown,2,unknown,no
entrepreneur,married,secondary,no,no,cellular,7,unknown,no
technician,single,secondary,yes,yes,cellular,1,other,no
blue-collar,married,primary,yes,no,cellular,2,other,no
retired,divorced,primary,no,no,telephone,3,unknown,yes
